Gene.name	Gene.stable.ID	HGNC.ID	NCBI.gene.ID	UniProtKB.Swiss.Prot.ID	MIM.gene.accession
KCNK1	ENSG00000135750	HGNC:6272	3775	O00180	601745
KCNK10	ENSG00000100433	HGNC:6273	54207	P57789	605873
KCNK12	ENSG00000184261	HGNC:6274	56660	Q9HB15	607366
KCNK13	ENSG00000152315	HGNC:6275	56659	Q9HB14	607367
KCNK15	ENSG00000124249	HGNC:13814	60598	Q9H427	607368
KCNK16	ENSG00000095981	HGNC:14464	83795	Q96T55	607369
KCNK17	ENSG00000124780	HGNC:14465	89822	Q96T54	607370
KCNK18	ENSG00000186795	HGNC:19439	338567	Q7Z418	613655
KCNK2	ENSG00000082482	HGNC:6277	3776	O95069	603219
KCNK3	ENSG00000171303	HGNC:6278	3777	O14649	603220
KCNK4	ENSG00000182450	HGNC:6279	50801	Q9NYG8	605720
KCNK5	ENSG00000164626	HGNC:6280	8645	O95279	603493
KCNK6	ENSG00000099337	HGNC:6281	9424	Q9Y257	603939
KCNK7	ENSG00000173338	HGNC:6282	10089	Q9Y2U2	603940
KCNK9	ENSG00000169427	HGNC:6283	51305	Q9NPC2	605874
KCNMA1	ENSG00000156113	HGNC:6284	3778	Q12791	600150
KCNMB1	ENSG00000145936	HGNC:6285	3779	Q16558	603951
KCNMB2	ENSG00000197584	HGNC:6286	10242	Q9Y691	605214
KCNMB3	ENSG00000171121	HGNC:6287	27094	Q9NPA1	605222
KCNMB4	ENSG00000135643	HGNC:6289	27345	Q86W47	605223
KCNN1	ENSG00000105642	HGNC:6290	3780	Q92952	602982
KCNN2	ENSG00000080709	HGNC:6291	3781	Q9H2S1	605879
KCNN3	ENSG00000143603	HGNC:6292	3782	Q9UGI6	602983
KCNN4	ENSG00000104783	HGNC:6293	3783	O15554	602754
KCNQ1	ENSG00000282076	HGNC:6294	3784	P51787	607542
KCNQ2	ENSG00000281151	HGNC:6296	3785	O43526	602235
KCNQ3	ENSG00000184156	HGNC:6297	3786	O43525	602232
KCNQ4	ENSG00000117013	HGNC:6298	9132	P56696	603537
KCNQ5	ENSG00000185760	HGNC:6299	56479	Q9NR82	607357
KCNRG	ENSG00000198553	HGNC:18893	283518	Q8N5I3	607947
KCNS1	ENSG00000124134	HGNC:6300	3787	Q96KK3	602905
KCNS2	ENSG00000156486	HGNC:6301	3788	Q9ULS6	602906
KCNS3	ENSG00000170745	HGNC:6302	3790	Q9BQ31	603888
KCNT1	ENSG00000107147	HGNC:18865	57582	Q5JUK3	608167
KCNT2	ENSG00000162687	HGNC:18866	343450	Q6UVM3	610044
KCNU1	ENSG00000215262	HGNC:18867	157855	A8MYU2	615215
KCNV1	ENSG00000164794	HGNC:18861	27012	Q6PIU1	608164
KCNV2	ENSG00000168263	HGNC:19698	169522	Q8TDN2	607604
KCP	ENSG00000135253	HGNC:17585	375616	NA	609344
KCTD1	ENSG00000134504	HGNC:18249	284252	Q719H9	613420
KCTD10	ENSG00000110906	HGNC:23236	83892	Q9H3F6	613421
KCTD11	ENSG00000213859	HGNC:21302	147040	Q693B1	609848
KCTD12	ENSG00000178695	HGNC:14678	115207	Q96CX2	610521
KCTD13	ENSG00000174943	HGNC:22234	253980	Q8WZ19	608947
KCTD14	ENSG00000151364	HGNC:23295	65987	Q9BQ13	NA
KCTD15	ENSG00000153885	HGNC:23297	79047	Q96SI1	615240
KCTD16	ENSG00000183775	HGNC:29244	57528	Q68DU8	613423
KCTD17	ENSG00000100379	HGNC:25705	79734	Q8N5Z5	616386
KCTD18	ENSG00000155729	HGNC:26446	130535	Q6PI47	NA
KCTD19	ENSG00000168676	HGNC:24753	146212	Q17RG1	NA
KCTD2	ENSG00000180901	HGNC:21294	23510	Q14681	613422
KCTD20	ENSG00000112078	HGNC:21052	222658	Q7Z5Y7	615932
KCTD21	ENSG00000188997	HGNC:27452	283219	Q4G0X4	NA
KCTD3	ENSG00000136636	HGNC:21305	51133	Q9Y597	613272
KCTD4	ENSG00000180332	HGNC:23227	386618	Q8WVF5	NA
KCTD5	ENSG00000167977	HGNC:21423	54442	Q9NXV2	611285
KCTD6	ENSG00000168301	HGNC:22235	200845	Q8NC69	NA
KCTD7	ENSG00000243335	HGNC:21957	154881	Q96MP8	611725
KCTD8	ENSG00000183783	HGNC:22394	386617	Q6ZWB6	NA
KCTD9	ENSG00000104756	HGNC:22401	54793	Q7L273	617265
KDELC1	ENSG00000134901	HGNC:19350	79070	Q6UW63	611613
KDELC2	ENSG00000178202	HGNC:28496	143888	Q7Z4H8	NA
KDELR1	ENSG00000105438	HGNC:6304	10945	P24390	131235
KDELR2	ENSG00000136240	HGNC:6305	11014	P33947	609024
KDELR3	ENSG00000100196	HGNC:6306	11015	O43731	NA
KDF1	ENSG00000175707	HGNC:26624	126695	Q8NAX2	616758
KDM1A	ENSG00000004487	HGNC:29079	23028	O60341	609132
KDM1B	ENSG00000165097	HGNC:21577	221656	Q8NB78	613081
KDM2A	ENSG00000173120	HGNC:13606	22992	Q9Y2K7	605657
KDM2B	ENSG00000089094	HGNC:13610	84678	Q8NHM5	609078
KDM3A	ENSG00000115548	HGNC:20815	55818	Q9Y4C1	611512
KDM3B	ENSG00000120733	HGNC:1337	51780	Q7LBC6	609373
KDM4A	ENSG00000066135	HGNC:22978	9682	O75164	609764
KDM4B	ENSG00000127663	HGNC:29136	23030	O94953	609765
KDM4C	ENSG00000107077	HGNC:17071	23081	Q9H3R0	605469
KDM4D	ENSG00000186280	HGNC:25498	55693	Q6B0I6	609766
KDM4E	ENSG00000235268	HGNC:37098	390245	B2RXH2	616581
KDM4F	ENSG00000255855	HGNC:52413	NA	NA	NA
KDM5A	ENSG00000073614	HGNC:9886	5927	P29375	180202
KDM5B	ENSG00000117139	HGNC:18039	10765	Q9UGL1	605393
KDM5C	ENSG00000126012	HGNC:11114	8242	P41229	314690
KDM5D	ENSG00000012817	HGNC:11115	8284	Q9BY66	426000
KDM6A	ENSG00000147050	HGNC:12637	7403	O15550	300128
KDM6B	ENSG00000132510	HGNC:29012	23135	O15054	611577
KDM7A	ENSG00000006459	HGNC:22224	80853	Q6ZMT4	NA
KDM8	ENSG00000155666	HGNC:25840	79831	Q8N371	611917
KDR	ENSG00000128052	HGNC:6307	3791	P35968	191306
KDSR	ENSG00000119537	HGNC:4021	2531	Q06136	136440
KEAP1	ENSG00000079999	HGNC:23177	9817	Q14145	606016
KEL	ENSG00000276615	HGNC:6308	3792	P23276	613883
KERA	ENSG00000139330	HGNC:6309	11081	O60938	603288
KHDC1	ENSG00000135314	HGNC:21366	80759	Q4VXA5	611688
KHDC1L	ENSG00000256980	HGNC:37274	100129128	Q5JSQ8	NA
KHDC3L	ENSG00000203908	HGNC:33699	154288	Q587J8	611687
KHDC4	ENSG00000132680	HGNC:29145	22889	Q7Z7F0	NA
KHDRBS1	ENSG00000121774	HGNC:18116	10657	Q07666	602489
KHDRBS2	ENSG00000112232	HGNC:18114	202559	Q5VWX1	610487
KHDRBS3	ENSG00000131773	HGNC:18117	10656	O75525	610421
KHK	ENSG00000138030	HGNC:6315	3795	P50053	614058
KHNYN	ENSG00000100441	HGNC:20166	23351	O15037	NA
KHSRP	ENSG00000088247	HGNC:6316	8570	Q92945	603445
KIAA0040	ENSG00000235750	HGNC:28950	9674	Q15053	616696
KIAA0100	ENSG00000007202	HGNC:28960	9703	Q14667	610664
KIAA0141	ENSG00000081791	HGNC:28969	9812	Q14154	615741
KIAA0232	ENSG00000170871	HGNC:28992	9778	Q92628	NA
KIAA0319	ENSG00000137261	HGNC:21580	9856	Q5VV43	609269
KIAA0319L	ENSG00000142687	HGNC:30071	79932	Q8IZA0	613535
KIAA0355	ENSG00000279389	HGNC:29016	9710	O15063	NA
KIAA0391	ENSG00000100890	HGNC:19958	9692	O15091	609947
KIAA0408	ENSG00000189367	HGNC:21636	9729	Q6ZU52	NA
KIAA0513	ENSG00000135709	HGNC:29058	9764	O60268	611675
KIAA0556	ENSG00000047578	HGNC:29068	23247	O60303	616650
KIAA0586	ENSG00000100578	HGNC:19960	9786	Q9BVV6	610178
KIAA0753	ENSG00000198920	HGNC:29110	9851	Q2KHM9	617112
KIAA0825	ENSG00000185261	HGNC:28532	285600	Q8IV33	617266
KIAA0895	ENSG00000164542	HGNC:22206	23366	Q8NCT3	NA
KIAA0895L	ENSG00000196123	HGNC:34408	653319	Q68EN5	NA
KIAA0930	ENSG00000100364	HGNC:1314	23313	Q6ICG6	NA
KIAA1024	ENSG00000169330	HGNC:29172	23251	Q9UPX6	NA
KIAA1024L	ENSG00000186367	HGNC:33914	100127206	P59773	NA
KIAA1109	ENSG00000138688	HGNC:26953	84162	Q2LD37	611565
KIAA1143	ENSG00000163807	HGNC:29198	57456	Q96AT1	NA
KIAA1147	ENSG00000262599	HGNC:29472	57189	A4D1U4	NA
KIAA1191	ENSG00000122203	HGNC:29209	57179	Q96A73	NA
KIAA1210	ENSG00000250423	HGNC:29218	57481	Q9ULL0	300995
KIAA1211	ENSG00000109265	HGNC:29219	57482	Q6ZU35	NA
KIAA1211L	ENSG00000196872	HGNC:33454	343990	Q6NV74	NA
KIAA1217	ENSG00000120549	HGNC:25428	56243	Q5T5P2	617367
KIAA1257	ENSG00000114656	HGNC:29231	57501	Q9ULG3	NA
KIAA1324	ENSG00000116299	HGNC:29618	NA	Q6UXG2	NA
KIAA1324L	ENSG00000164659	HGNC:21945	222223	A8MWY0	614048
KIAA1328	ENSG00000150477	HGNC:29248	57536	Q86T90	616480
KIAA1468	ENSG00000134444	HGNC:29289	57614	Q9P260	NA
KIAA1522	ENSG00000162522	HGNC:29301	57648	Q9P206	NA
KIAA1549	ENSG00000122778	HGNC:22219	57670	Q9HCM3	613344
KIAA1549L	ENSG00000110427	HGNC:24836	25758	Q6ZVL6	612297
KIAA1551	ENSG00000174718	HGNC:25559	55196	Q9HCM1	NA
KIAA1586	ENSG00000168116	HGNC:21360	57691	Q9HCI6	NA
KIAA1614	ENSG00000135835	HGNC:29327	57710	Q5VZ46	NA
KIAA1671	ENSG00000197077	HGNC:29345	85379	Q9BY89	NA
KIAA1755	ENSG00000149633	HGNC:29372	85449	Q5JYT7	NA
KIAA1841	ENSG00000162929	HGNC:29387	84542	Q6NSI8	NA
KIAA1958	ENSG00000165185	HGNC:23427	158405	Q8N8K9	617390
KIAA2012	ENSG00000182329	HGNC:51250	100652824	Q0VF49	NA
KIAA2013	ENSG00000116685	HGNC:28513	90231	Q8IYS2	NA
KIAA2026	ENSG00000183354	HGNC:23378	158358	Q5HYC2	NA
KIDINS220	ENSG00000134313	HGNC:29508	57498	Q9ULH0	615759
KIF11	ENSG00000138160	HGNC:6388	3832	P52732	148760
KIF12	ENSG00000136883	HGNC:21495	113220	Q96FN5	611278
KIF13A	ENSG00000137177	HGNC:14566	63971	Q9H1H9	605433
KIF13B	ENSG00000197892	HGNC:14405	23303	Q9NQT8	607350
KIF14	ENSG00000118193	HGNC:19181	9928	Q15058	611279
KIF15	ENSG00000163808	HGNC:17273	56992	Q9NS87	617569
KIF16B	ENSG00000089177	HGNC:15869	55614	Q96L93	NA
KIF17	ENSG00000117245	HGNC:19167	57576	Q9P2E2	605037
KIF18A	ENSG00000121621	HGNC:29441	81930	Q8NI77	611271
KIF18B	ENSG00000186185	HGNC:27102	146909	Q86Y91	614570
KIF19	ENSG00000196169	HGNC:26735	124602	Q2TAC6	NA
KIF1A	ENSG00000130294	HGNC:888	547	Q12756	601255
KIF1B	ENSG00000054523	HGNC:16636	23095	O60333	605995
KIF1BP	ENSG00000198954	HGNC:23419	26128	Q96EK5	609367
KIF1C	ENSG00000129250	HGNC:6317	10749	O43896	603060
KIF20A	ENSG00000112984	HGNC:9787	10112	O95235	605664
KIF20B	ENSG00000138182	HGNC:7212	9585	Q96Q89	605498
KIF21A	ENSG00000139116	HGNC:19349	55605	Q7Z4S6	608283
KIF21B	ENSG00000116852	HGNC:29442	23046	O75037	608322
KIF22	ENSG00000079616	HGNC:6391	3835	Q14807	603213
KIF23	ENSG00000137807	HGNC:6392	9493	Q02241	605064
KIF24	ENSG00000186638	HGNC:19916	347240	Q5T7B8	613747
KIF25	ENSG00000125337	HGNC:6390	3834	Q9UIL4	603815
KIF26A	ENSG00000066735	HGNC:20226	26153	Q9ULI4	613231
KIF26B	ENSG00000281216	HGNC:25484	55083	Q2KJY2	614026
KIF27	ENSG00000165115	HGNC:18632	55582	Q86VH2	611253
KIF2A	ENSG00000068796	HGNC:6318	3796	O00139	602591
KIF2B	ENSG00000141200	HGNC:29443	84643	Q8N4N8	615142
KIF2C	ENSG00000142945	HGNC:6393	11004	Q99661	604538
KIF3A	ENSG00000131437	HGNC:6319	11127	Q9Y496	604683
KIF3B	ENSG00000101350	HGNC:6320	9371	O15066	603754
KIF3C	ENSG00000084731	HGNC:6321	3797	O14782	602845
KIF4A	ENSG00000090889	HGNC:13339	24137	O95239	300521
KIF4B	ENSG00000226650	HGNC:6322	285643	Q2VIQ3	609184
KIF5A	ENSG00000155980	HGNC:6323	3798	Q12840	602821
KIF5B	ENSG00000170759	HGNC:6324	3799	P33176	602809
KIF5C	ENSG00000276734	HGNC:6325	3800	O60282	604593
KIF6	ENSG00000164627	HGNC:21202	221458	Q6ZMV9	613919
KIF7	ENSG00000166813	HGNC:30497	374654	Q2M1P5	611254
KIF9	ENSG00000088727	HGNC:16666	64147	Q9HAQ2	607910
KIFAP3	ENSG00000075945	HGNC:17060	22920	Q92845	601836
KIFC1	ENSG00000237649	HGNC:6389	3833	Q9BW19	603763
KIFC2	ENSG00000167702	HGNC:29530	90990	Q96AC6	615216
KIFC3	ENSG00000140859	HGNC:6326	3801	Q9BVG8	604535
KIN	ENSG00000151657	HGNC:6327	22944	O60870	601720
KIR2DL1	ENSG00000275276	HGNC:6329	3802	P43626	604936
KIR2DL2	ENSG00000274412	HGNC:6330	3803	P43627	604937
KIR2DL3	ENSG00000277554	HGNC:6331	3804	P43628	604938
KIR2DL4	ENSG00000278074	HGNC:6332	3805	Q99706	604945
KIR2DL5A	ENSG00000276392	HGNC:16345	57292	Q8N109	605305
KIR2DL5B	ENSG00000278481	HGNC:16346	553128	NA	615727
KIR2DP1	ENSG00000276468	HGNC:16344	NA	NA	NA
KIR2DS1	ENSG00000275421	HGNC:6333	3806	NA	604952
KIR2DS2	ENSG00000274518	HGNC:6334	100132285	P43631	NA
KIR2DS3	ENSG00000278306	HGNC:6335	3808	Q14952	604954
KIR2DS4	ENSG00000274406	HGNC:6336	3809	P43632	604955
KIR2DS5	ENSG00000274739	HGNC:6337	3810	NA	604956
KIR3DL1	ENSG00000273518	HGNC:6338	3811	P43629	604946
KIR3DL2	ENSG00000276739	HGNC:6339	3812	P43630	604947
KIR3DL3	ENSG00000276328	HGNC:16312	115653	Q8N743	610095
KIR3DP1	ENSG00000274610	HGNC:16343	NA	NA	NA
KIR3DS1	ENSG00000276498	HGNC:6340	3813	Q14943	NA
KIR3DX1	ENSG00000276848	HGNC:25043	NA	Q9H7L2	NA
KIRREL1	ENSG00000183853	HGNC:15734	55243	Q96J84	607428
KIRREL2	ENSG00000126259	HGNC:18816	84063	Q6UWL6	607762
KIRREL3	ENSG00000149571	HGNC:23204	84623	Q8IZU9	607761
KISS1	ENSG00000170498	HGNC:6341	3814	Q15726	603286
KISS1R	ENSG00000116014	HGNC:4510	84634	Q969F8	604161
KIT	ENSG00000157404	HGNC:6342	3815	P10721	164920
KITLG	ENSG00000049130	HGNC:6343	4254	P21583	184745
KIZ	ENSG00000088970	HGNC:15865	55857	Q2M2Z5	615757
KL	ENSG00000133116	HGNC:6344	9365	Q9UEF7	604824
KLB	ENSG00000134962	HGNC:15527	152831	Q86Z14	611135
KLC1	ENSG00000126214	HGNC:6387	3831	Q07866	600025
KLC2	ENSG00000174996	HGNC:20716	64837	Q9H0B6	611729
KLC3	ENSG00000104892	HGNC:20717	147700	Q6P597	601334
KLC4	ENSG00000137171	HGNC:21624	89953	Q9NSK0	NA
KLF1	ENSG00000105610	HGNC:6345	10661	Q13351	600599
KLF10	ENSG00000155090	HGNC:11810	7071	Q13118	601878
KLF11	ENSG00000172059	HGNC:11811	8462	O14901	603301
KLF12	ENSG00000118922	HGNC:6346	11278	Q9Y4X4	607531
KLF13	ENSG00000169926	HGNC:13672	51621	Q9Y2Y9	605328
KLF14	ENSG00000266265	HGNC:23025	136259	NA	609393
KLF15	ENSG00000163884	HGNC:14536	28999	Q9UIH9	606465
KLF16	ENSG00000129911	HGNC:16857	83855	Q9BXK1	606139
KLF17	ENSG00000171872	HGNC:18830	128209	Q5JT82	609602
KLF18	ENSG00000283039	HGNC:51793	105378952	NA	NA
KLF2	ENSG00000127528	HGNC:6347	10365	Q9Y5W3	602016
KLF3	ENSG00000109787	HGNC:16516	51274	P57682	609392
KLF4	ENSG00000136826	HGNC:6348	9314	O43474	602253
KLF5	ENSG00000102554	HGNC:6349	688	Q13887	602903
KLF6	ENSG00000067082	HGNC:2235	1316	Q99612	602053
KLF7	ENSG00000118263	HGNC:6350	8609	O75840	604865
KLF8	ENSG00000102349	HGNC:6351	11279	O95600	300286
KLF9	ENSG00000119138	HGNC:1123	687	Q13886	602902
KLHDC1	ENSG00000197776	HGNC:19836	122773	Q8N7A1	611281
KLHDC10	ENSG00000128607	HGNC:22194	23008	Q6PID8	615152
KLHDC2	ENSG00000165516	HGNC:20231	23588	Q9Y2U9	611280
KLHDC3	ENSG00000124702	HGNC:20704	116138	Q9BQ90	611248
KLHDC4	ENSG00000104731	HGNC:25272	54758	Q8TBB5	NA
KLHDC7A	ENSG00000179023	HGNC:26791	127707	Q5VTJ3	NA
KLHDC7B	ENSG00000130487	HGNC:25145	113730	Q96G42	NA
KLHDC8A	ENSG00000162873	HGNC:25573	55220	Q8IYD2	614503
KLHDC8B	ENSG00000185909	HGNC:28557	200942	Q8IXV7	613169
KLHDC9	ENSG00000162755	HGNC:28489	126823	Q8NEP7	617375
KLHL1	ENSG00000150361	HGNC:6352	57626	Q9NR64	605332
KLHL10	ENSG00000161594	HGNC:18829	317719	Q6JEL2	608778
KLHL11	ENSG00000178502	HGNC:19008	55175	Q9NVR0	NA
KLHL12	ENSG00000117153	HGNC:19360	59349	Q53G59	614522
KLHL13	ENSG00000003096	HGNC:22931	90293	Q9P2N7	300655
KLHL14	ENSG00000197705	HGNC:29266	57565	Q9P2G3	613772
KLHL15	ENSG00000174010	HGNC:29347	80311	Q96M94	300980
KLHL17	ENSG00000187961	HGNC:24023	339451	Q6TDP4	NA
KLHL18	ENSG00000114648	HGNC:29120	23276	O94889	NA
KLHL2	ENSG00000109466	HGNC:6353	11275	O95198	605774
KLHL20	ENSG00000076321	HGNC:25056	27252	Q9Y2M5	617679
KLHL21	ENSG00000162413	HGNC:29041	9903	Q9UJP4	616262
KLHL22	ENSG00000099910	HGNC:25888	84861	Q53GT1	NA
KLHL23	ENSG00000213160	HGNC:27506	151230	Q8NBE8	NA
KLHL24	ENSG00000114796	HGNC:25947	54800	Q6TFL4	611295
KLHL25	ENSG00000183655	HGNC:25732	64410	Q9H0H3	NA
KLHL26	ENSG00000167487	HGNC:25623	55295	Q53HC5	NA
KLHL28	ENSG00000179454	HGNC:19741	54813	Q9NXS3	NA
KLHL29	ENSG00000119771	HGNC:29404	114818	Q96CT2	NA
KLHL3	ENSG00000146021	HGNC:6354	26249	Q9UH77	605775
KLHL30	ENSG00000168427	HGNC:24770	377007	Q0D2K2	NA
KLHL31	ENSG00000124743	HGNC:21353	401265	Q9H511	610749
KLHL32	ENSG00000186231	HGNC:21221	114792	Q96NJ5	NA
KLHL33	ENSG00000185271	HGNC:31952	123103	A6NCF5	NA
KLHL34	ENSG00000185915	HGNC:26634	257240	Q8N239	NA
KLHL35	ENSG00000149243	HGNC:26597	283212	Q6PF15	NA
KLHL36	ENSG00000135686	HGNC:17844	79786	Q8N4N3	NA
KLHL38	ENSG00000175946	HGNC:34435	340359	Q2WGJ6	NA
KLHL4	ENSG00000102271	HGNC:6355	56062	Q9C0H6	300348
KLHL40	ENSG00000157119	HGNC:30372	131377	Q2TBA0	615340
KLHL41	ENSG00000239474	HGNC:16905	10324	O60662	607701
KLHL42	ENSG00000087448	HGNC:29252	57542	Q9P2K6	NA
KLHL5	ENSG00000109790	HGNC:6356	51088	Q96PQ7	608064
KLHL6	ENSG00000172578	HGNC:18653	89857	Q8WZ60	614214
KLHL7	ENSG00000122550	HGNC:15646	55975	Q8IXQ5	611119
KLHL8	ENSG00000145332	HGNC:18644	57563	Q9P2G9	611967
KLHL9	ENSG00000198642	HGNC:18732	55958	Q9P2J3	611201
KLK1	ENSG00000167748	HGNC:6357	3816	P06870	147910
KLK10	ENSG00000129451	HGNC:6358	5655	O43240	602673
KLK11	ENSG00000167757	HGNC:6359	11012	Q9UBX7	604434
KLK12	ENSG00000186474	HGNC:6360	43849	Q9UKR0	605539
KLK13	ENSG00000167759	HGNC:6361	26085	Q9UKR3	605505
KLK14	ENSG00000129437	HGNC:6362	43847	Q9P0G3	606135
KLK15	ENSG00000174562	HGNC:20453	55554	Q9H2R5	610601
KLK2	ENSG00000167751	HGNC:6363	3817	P20151	147960
KLK3	ENSG00000142515	HGNC:6364	354	P07288	176820
KLK4	ENSG00000167749	HGNC:6365	9622	Q9Y5K2	603767
KLK5	ENSG00000167754	HGNC:6366	25818	Q9Y337	605643
KLK6	ENSG00000167755	HGNC:6367	5653	Q92876	602652
KLK7	ENSG00000169035	HGNC:6368	5650	P49862	604438
KLK8	ENSG00000129455	HGNC:6369	11202	O60259	605644
KLK9	ENSG00000213022	HGNC:6370	284366	Q9UKQ9	605504
KLKB1	ENSG00000164344	HGNC:6371	3818	P03952	229000
KLLN	ENSG00000227268	HGNC:37212	100144748	B2CW77	612105
KLRB1	ENSG00000111796	HGNC:6373	3820	Q12918	602890
KLRC1	ENSG00000134545	HGNC:6374	3821	P26715	161555
KLRC2	ENSG00000205809	HGNC:6375	3822	P26717	602891
KLRC3	ENSG00000205810	HGNC:6376	3823	Q07444	602892
KLRC4	ENSG00000183542	HGNC:6377	8302	O43908	602893
KLRC4-KLRK1	ENSG00000255819	HGNC:48357	NA	NA	NA
KLRD1	ENSG00000134539	HGNC:6378	3824	Q13241	602894
KLRF1	ENSG00000150045	HGNC:13342	51348	Q9NZS2	605029
KLRF2	ENSG00000256797	HGNC:37646	100431172	D3W0D1	NA
KLRG1	ENSG00000139187	HGNC:6380	10219	Q96E93	604874
KLRG2	ENSG00000188883	HGNC:24778	346689	A4D1S0	NA
KLRK1	ENSG00000213809	HGNC:18788	22914	P26718	611817
KMO	ENSG00000117009	HGNC:6381	8564	O15229	603538
KMT2A	ENSG00000118058	HGNC:7132	4297	Q03164	159555
KMT2B	ENSG00000272333	HGNC:15840	9757	Q9UMN6	606834
KMT2C	ENSG00000055609	HGNC:13726	58508	Q8NEZ4	606833
KMT2D	ENSG00000167548	HGNC:7133	8085	O14686	602113
KMT2E	ENSG00000005483	HGNC:18541	55904	Q8IZD2	608444
KMT5A	ENSG00000183955	HGNC:29489	387893	Q9NQR1	607240
KMT5B	ENSG00000110066	HGNC:24283	51111	Q4FZB7	610881
KMT5C	ENSG00000133247	HGNC:28405	84787	Q86Y97	613198
KNCN	ENSG00000162456	HGNC:26488	148930	A6PVL3	611455
KNDC1	ENSG00000171798	HGNC:29374	85442	Q76NI1	616237
KNG1	ENSG00000113889	HGNC:6383	3827	P01042	612358
KNL1	ENSG00000137812	HGNC:24054	57082	Q8NG31	609173
KNOP1	ENSG00000103550	HGNC:34404	400506	Q1ED39	NA
KNSTRN	ENSG00000128944	HGNC:30767	90417	Q9Y448	614718
KNTC1	ENSG00000184445	HGNC:17255	9735	P50748	607363
KP420437.1	ENSG00000283870	NA	NA	NA	NA
KP420437.2	ENSG00000283986	NA	NA	NA	NA
KP420439.1	ENSG00000283722	NA	NA	NA	NA
KP420440.1	ENSG00000283716	NA	NA	NA	NA
KP420440.2	ENSG00000283719	NA	NA	NA	NA
KP420440.3	ENSG00000284039	NA	NA	NA	NA
KP420440.4	ENSG00000284089	NA	NA	NA	NA
KP420440.5	ENSG00000284150	NA	NA	NA	NA
KP420440.6	ENSG00000284457	NA	NA	NA	NA
KP420440.7	ENSG00000284511	NA	NA	NA	NA
KP420440.8	ENSG00000284580	NA	NA	NA	NA
KP420441.1	ENSG00000283742	NA	NA	NA	NA
KP420441.2	ENSG00000284033	NA	NA	NA	NA
KP420441.3	ENSG00000284217	NA	NA	NA	NA
KP420441.4	ENSG00000284225	NA	NA	NA	NA
KP420441.5	ENSG00000284560	NA	NA	NA	NA
KP420442.2	ENSG00000284206	NA	NA	NA	NA
KP420442.3	ENSG00000284264	NA	NA	NA	NA
KP420444.2	ENSG00000284555	NA	NA	NA	NA
KP420446.1	ENSG00000283882	NA	NA	NA	NA
KP420446.2	ENSG00000284340	NA	NA	NA	NA
KPNA1	ENSG00000114030	HGNC:6394	3836	P52294	600686
KPNA2	ENSG00000182481	HGNC:6395	3838	P52292	600685
KPNA3	ENSG00000102753	HGNC:6396	3839	O00505	601892
KPNA4	ENSG00000186432	HGNC:6397	3840	O00629	602970
KPNA5	ENSG00000196911	HGNC:6398	3841	O15131	604545
KPNA6	ENSG00000025800	HGNC:6399	23633	O60684	610563
KPNA7	ENSG00000185467	HGNC:21839	402569	A9QM74	614107
KPNB1	ENSG00000108424	HGNC:6400	3837	Q14974	602738
KPRP	ENSG00000203786	HGNC:31823	448834	Q5T749	613260
KPTN	ENSG00000118162	HGNC:6404	11133	Q9Y664	615620
KRAS	ENSG00000133703	HGNC:6407	3845	P01116	190070
KRBA1	ENSG00000133619	HGNC:22228	84626	A5PL33	NA
KRBA2	ENSG00000184619	HGNC:26989	124751	Q6ZNG9	NA
KRBOX1	ENSG00000240747	HGNC:38708	100506243	C9JBD0	NA
KRBOX4	ENSG00000147121	HGNC:26007	55634	Q5JUW0	300585
KRCC1	ENSG00000172086	HGNC:28039	51315	Q9NPI7	NA
KREMEN1	ENSG00000183762	HGNC:17550	83999	Q96MU8	609898
KREMEN2	ENSG00000131650	HGNC:18797	79412	Q8NCW0	609899
KRI1	ENSG00000129347	HGNC:25769	65095	Q8N9T8	NA
KRIT1	ENSG00000001631	HGNC:1573	889	O00522	604214
KRR1	ENSG00000111615	HGNC:5176	11103	Q13601	612817
KRT1	ENSG00000167768	HGNC:6412	3848	P04264	139350
KRT10	ENSG00000186395	HGNC:6413	3858	P13645	148080
KRT12	ENSG00000187242	HGNC:6414	3859	Q99456	601687
KRT13	ENSG00000171401	HGNC:6415	3860	P13646	148065
KRT14	ENSG00000186847	HGNC:6416	3861	P02533	148066
KRT15	ENSG00000171346	HGNC:6421	NA	P19012	NA
KRT16	ENSG00000186832	HGNC:6423	3868	P08779	148067
KRT17	ENSG00000128422	HGNC:6427	3872	Q04695	148069
KRT18	ENSG00000111057	HGNC:6430	3875	P05783	148070
KRT19	ENSG00000171345	HGNC:6436	3880	P08727	148020
KRT2	ENSG00000172867	HGNC:6439	3849	P35908	600194
KRT20	ENSG00000171431	HGNC:20412	54474	P35900	608218
KRT222	ENSG00000213424	HGNC:28695	125113	Q8N1A0	NA
KRT23	ENSG00000108244	HGNC:6438	25984	Q9C075	606194
KRT24	ENSG00000167916	HGNC:18527	192666	Q2M2I5	607742
KRT25	ENSG00000204897	HGNC:30839	147183	Q7Z3Z0	616646
KRT26	ENSG00000186393	HGNC:30840	353288	Q7Z3Y9	616675
KRT27	ENSG00000171446	HGNC:30841	342574	Q7Z3Y8	616676
KRT28	ENSG00000173908	HGNC:30842	162605	Q7Z3Y7	616677
KRT3	ENSG00000186442	HGNC:6440	3850	P12035	148043
KRT31	ENSG00000094796	HGNC:6448	3881	Q15323	601077
